code,name,address,website,phone,description,share_list,sector,industry
BTPN,Bank BTPN Tbk.,"Menara BTPN - CBD Mega Kuningan Jl. Dr. Ide Anak Agung Gde Agung Kav 5., Jakarta",https://www.btpn.com,62 21 3002 6200,"PT Bank BTPN Tbk provides various banking products and services primarily in Indonesia. It operates through five segments: Retail; Micro, Small & Medium Enterprises; Funding and Treasury; Corporate; and Sharia. The company offers savings and current account; term, flexi, and time deposits; and working capital and investment, bilateral and syndication, term, demand, green, pension, active employee, and student Loan; sustainability linked loan project/structured financing, overdraft, asset-based and rural bank financing, and supply chain financing; and credit cards. It also provides bancassurance and investment products, such as mutual fund and government bonds; Sharia banking services; import LC issuance/ import bill negotiation, export LC advising/confirmation/export bill collection, documentary collection, trust receipt/trade loan, structured trade finance, receivable purchase, and bank guarantee services; and liquidity management, internet and mobile banking, and collections payment services. In addition, the company offers treasury services, such as foreign exchange, derivatives, money market, and fixed income. As of December 31, 2021, it operated 82 branches, 349 subbranches, 224 and ATMs and TCRs. The company was founded in 1958 and is headquartered in Jakarta, Indonesia. PT Bank BTPN Tbk operates as a subsidiary of Sumitomo Mitsui Banking Corporation.",8066054461,Financial Services,Bank - Regional
BTPS,Bank BTPN Syariah Tbk.,"Menara BTPN - 12th Floor, CBD Mega Kuningan Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5 - 5.6, Jakarta Selatan",https://www.btpnsyariah.com,62 21 300 26 400,"PT Bank BTPN Syariah Tbk provides various banking products and services in Indonesia. It offers funding, financing, bills payment, air-time purchase, fund transfer, cash deposit, and cash withdrawal services. The company also provides mobile banking, savings, and ATM services. It operates through a network of 23 branch offices, 42 operational functional offices, 3 non-operational functional offices, 5 sharia bank services, and 9 ATMs. The company was formerly known as PT Bank Tabungan Pensiunan Nasional Syariah Tbk.PT Bank BTPN Syariah Tbk was founded in 1991 and is headquartered in Jakarta Selatan, Indonesia. PT Bank BTPN Syariah Tbk is a subsidiary of PT Bank BTPN Tbk.",7626663000,Financial Services,Bank - Regional
BUAH,Segar Kumala Indonesia Tbk.,NULL,NULL,NULL,NULL,1000000000,NULL,NULL
BUDI,Budi Starch & Sweetener Tbk.,"Wisma Budi - 8th-9th Floor Jl. H.R. Rasuna Said Kav. C-6, Jakarta Selatan",https://budistarchsweetener.com,62 21 521 3383,"PT Budi Starch & Sweetener Tbk, together with its subsidiaries, produces and sells cassava-based products in Indonesia and internationally. The company offers tapioca and modified tapioca starch for use in food, paper, confectionery, chemicals, and instant noodles; and sweeteners, such as glucose, fructose, sorbitol, and maltodextrine. It also provides polypropylene woven bags for packaging applications; sulfuric acid for use in fertilizer manufacturing industries, rayon, dyes, medicines, detergents, inorganic salts, oil refineries, and metallurgical processes; citric acid and other chemicals; and organic fertilizers. The company was formerly known as PT Budi Acid Jaya Tbk and changed its name to PT Budi Starch & Sweetener Tbk in July 2013. PT Budi Starch & Sweetener Tbk was founded in 1979 and is headquartered in Jakarta Selatan, Indonesia.",4498997362,Consumer Defensive,Packaged Foods
BUKA,Bukalapak.com Tbk.,"Metropolitan Tower - 22nd Floor Jalan Raden Adjeng Kartini, Kaveling 14 No.10, RT.10/RW.4 West Cilandak, Jakarta Selatan",https://www.bukalapak.com,62 21 5081 3333,"PT Bukalapak.com Tbk. operates an e-commerce marketplace for various products in Indonesia. The company offers products in the areas of bike, sports, motorcycle, electronic, mobile, computer, hobbies and collections, health, beauty care, men's and women's fashion, kids fashion, household, food, baby gear, camera, industrial, office supplies, tickets and vouchers, games, media, e-vouchers, and precious metal, as well as cars, parts, and accessories. It also engages in the programming, information, and telecommunications activities; development and distribution of broadcast programs; management of entertainment and agencies; planning, production, import, and supply of films, music, and animation; private tutoring and counseling education activities; provision of transportation management, advertisement, information technology consultancy, software development, and financial services; provision of noninsurance and pension funds; and trading in mutual funds. The company was founded in 2010 and is headquartered in Jakarta Selatan, Indonesia.",1.03062E+11,Consumer Cyclical,Internet Retail
BUKK,Bukaka Teknik Utama Tbk.,"Bukaka Industrial Estate - Jl. Raya Narogong - Bekasi Km. 19,5 Cileungsi, Bogor",https://www.bukaka.com,62 21 823 2323,"PT Bukaka Teknik Utama Tbk. operates in the infrastructure and metal construction industry in Indonesia. It is involved in manufacturing and constructing transmission lines; producing steel and glass wall boarding bridges; and the engineering, procurement, fabrication, finishing, construction, installation, and service of steel bridges. The company also manufactures oil and gas equipment, such as pumping units, gear reducers, mud tanks, and gas separators; and road construction equipment, including asphalt mixing plants, asphalt patch mixers, tandem vibration rollers, slurry seals, asphalt sprayers, road rollers, stone crushers, vibratory rollers, and road maintenance trucks. In addition, it offers design, construction, fabrication, installation, and maintenance services for the oil and gas industry; and manufactures firefighting trucks, aerial telescopic ladders, vacuum road sweepers, aerial platform articulating products, compactor and arm roll trucks, dump and water tank trucks, vacuum trucks, fire jeeps, wrecker and catering trucks, and stick boom crane trucks, as well as services and reconditions firefighting trucks. Further, the company provides galvanizing services; precast home solution and project reference; engineering, procurement, and construction services for power plant, as well as supplies spare parts; produces micro/mini hydro power, diesel power, and gas; and engages in the IPP development and energy conversion, and nickel mining activities. Additionally, it operates and distributes hydropower energy, as well as offers consultancy services for hydropower energy; and manufactures and supplies automotive parts and other machinery components. The company was founded in 1978 and is headquartered in Bogor, Indonesia.",2640452000,Industrials,Engineering & Construction
BULL,Buana Lintas Lautan Tbk.,"Jl. Mega Kuningan Timur - Blok C6 Kav. 12A Mega Kuningan, Jakarta Selatan",https://www.bull.co.id,62 21 3048 5700,"PT Buana Lintas Lautan Tbk operates as a shipowner company in Indonesia. It operates through Oil, FPSO and FSO Tankers; Gas Tankers; Chemical Tankers; and Others segments. The company engages in the maritime transportation of liquefied gases, including liquefied petroleum gas, propylene, propane, and LNG; lubricating oils, crude oil, and petroleum products; and organic and non-organic liquid chemicals, vegetable oils, and animal fats. It also provides floating tanker facility services for production, storage, and off-loading of oil products; short, medium, and long-term chartering of vessels. In addition, the company offers shipping agency services, such as managements of permits and port facilities arrangement; and provision of supplies, including fuels, clean water, spare-parts, repair services, and others. Further, it provides ship management services for oil and gas tankers, as well as for floating production storage and offloading (FPSO)/floating storage and offloading (FSO); and crew management services. The company was formerly known as PT Buana Listya Tama Tbk and changed its name to PT Buana Lintas Lautan Tbk in February 2018. PT Buana Lintas Lautan Tbk was founded in 2005 and is headquartered in South Jakarta, Indonesia.",14117801449,Industrials,Marine Shipping
BUMI,Bumi Resources Tbk.,"Bakrie Tower Building - 12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said, Jakarta Selatan",https://www.bumiresources.com,62 21 5794 2080,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. The company was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",1.43841E+11,Energy,Thermal Coal
BUVA,Bukit Uluwatu Villa Tbk.,NULL,NULL,NULL,NULL,6811269200,NULL,NULL
BVIC,Bank Victoria International Tbk.,"Graha BIP Building - 10th Floor Jalan Gatot Subroto Kav. 23, Jakarta Selatan",https://www.victoriabank.co.id,62 21 522 8888,"PT Bank Victoria International Tbk provides various banking products and services in Indonesia. It offers various savings accounts; demand, time, and forex deposits; current accounts; bank guarantees; and loan products, such as home and car ownership loan, multi-purpose credit, implant banking credit, and domestic letters of credit, as well as corporate and commercial lending, small medium enterprise lending, and multi finance lending products. The company also provides investment products; foreign exchange services, including remittance, trade finance, and treasury and other interbank services; and clearing/payment, transfer, real time gross settlement, bill payment, ATM, and internet and mobile banking services, as well as Sharia banking services. As of December 31, 2021, it operated through a network of 40 offices, which include 1 head office, 14 branch offices, and 25 sub-branch offices. The company was incorporated in 1992 and is headquartered in Jakarta Selatan, Indonesia.",12910188542,Financial Services,Bank - Regional
