symbol,shortName,longName,sector,fullTimeEmployees,industry,longBusinessSummary,city,address1,address2,website,phone,fax
INDO.JK,Royalindo Investa Wijaya Tbk.,PT Royalindo Investa Wijaya Tbk,Consumer Cyclical,2.0,Lodging,"PT Royalindo Investa Wijaya Tbk, through its subsidiaries, manages and rents boarding facilities in Indonesia. It operates three rental facilities, including the PJ Mansion, Puri Cempaka 04, and Le Mansion Senopati. The company was founded in 2005 and is headquartered in Central Jakarta, Indonesia.",Jakarta Pusat,M@Cokro 49 # 100,Jl. HOS Cokroaminoto No. 49 Menteng,https://www.royalindo.id,62 21 3983 9900,62 21 3983 7700
KOPI.JK,Mitra Energi Persada Tbk.,PT Mitra Energi Persada Tbk,Energy,32.0,Oil & Gas Refining & Marketing,"PT Mitra Energi Persada Tbk, together with its subsidiaries, engages in the energy infrastructure, and oil and gas businesses in Indonesia. It trades in and distributes natural and artificial gas through a network of downstream pipelines in South Sumatra region. The company also trades in machine and equipment, as well as solid fuel, liquid and gas, and other related products. In addition, it is involved in the power plant, coal mining, and other related businesses. The company was formerly known as PT Korpora Persada Investama, Tbk and changed its name to PT Mitra Energi Persada Tbk in January 2008. The company was founded in 1981 and is based in Jakarta Selatan, Indonesia. PT Mitra Energi Persada Tbk is a subsidiary of PT Mulya Tara Mandiri.",Jakarta Selatan,Graha Krama Yudha,2nd Floor Jl. Warung Jati Barat No. 43,https://new.mitraenergipersada.com,62 21 794 5838,62 21 794 5837
GZCO.JK,Gozco Plantations Tbk.,PT Gozco Plantations Tbk,Consumer Defensive,881.0,Farm Products,"PT Gozco Plantations Tbk, together with its subsidiaries, develops and operates oil palm plantations in Indonesia. It also engages in the processing and trading of oil palm fruit, crude palm oil, and palm kernel. The company was formerly known as PT Surya Gemilang Sentosa and changed its name to PT Gozco Plantations Tbk in December 2007. PT Gozco Plantations Tbk was founded in 2001 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,Gedung Gozco,Jl. Raya Pasar Minggu No. 32,https://www.gozco.com,62 21 2975 5555,62 21 2975 5556
GLVA.JK,Galva Technologies Tbk.,PT Galva Technologies Tbk,Technology,311.0,Electronics & Computer Distribution,"PT Galva Technologies Tbk engage in the trading and installation of electronic and communications appliances in Indonesia. The company operates through Business Solutions, IT Distribution, and Document Solutions. It primarily sells computers, printers, displays, and audio-video equipment. The company also sells content creation products, including broadcast, and audio visual and media products; PA and communication products; professional audio and lighting products; digital signage products; security systems; and projectors and accessories. In addition, it offers system integration, design, installation, integration, maintenance, and engineering support services; sales, consulting, maintenance, and installation of information technology hardware and software; and a range of hardware and business process solutions, including scanning, archiving, document management, and managed print services. The company was founded in 1991 and is based in Jakarta Pusat, Indonesia. PT Galva Technologies Tbk is a subsidiary of PT Elsiscom Prima Karya.",Jakarta Pusat,Galva Building,3rd Floor Jalan Hayam Wuruk No. 27 Gambir,https://www.gtc.co.id,62 21 345 6650,62 21 350 1240
BAYU.JK,Bayu Buana Tbk,PT Bayu Buana Tbk,Consumer Cyclical,338.0,Travel Services,"PT Bayu Buana Tbk operates as a travel agent in Indonesia and internationally. It provides online systems for airline companies; and hotel arrangement, travel insurance, travel document arrangement, car rental, airport assistance arrangement, travel management, and package tour services. The company also offers trading and industrial development, travel bureau, transportation, and Umrah services. In addition, it acts as an airlines ticket sales agent; and organizes conventions. The company was founded in 1972 and is headquartered in Central Jakarta, Indonesia.",Jakarta Pusat,Jl. Ir. H. Juanda III/2,,https://www.bayubuanatravel.com,62 21 2350 9999,62 21 351 7432
PURA.JK,Putra Rajawali Kencana Tbk.,PT Putra Rajawali Kencana Tbk,Industrials,25.0,Trucking,"PT Putra Rajawali Kencana Tbk engages in the transportation sector in Indonesia and internationally. The company offers transportation, warehousing, upstream and internal supply chain logistics, downstream supply chain management, leasing, and wholesale or retail trading services. It operates in the areas of Bali, East Java, Central Java, West Java, Banten, Yogyakarta, Jakarta, South Sumatra, Lampung, West Sumatra, Jambi, and North Sumatra. The company was founded in 2012 and is headquartered in Surabaya, Indonesia.",Surabaya,Jl. Rungkut Industri Raya No 1F,Ruko Section One Blok F7-F11 Kendangsari Tenggilis Mejoyo,https://puratrans.com,62 31 9901 3573,62 31 9985 0898
TALF.JK,Tunas Alfin Tbk.,PT Tunas Alfin Tbk,Consumer Cyclical,1299.0,Packaging & Containers,"PT Tunas Alfin Tbk manufactures and sells packaging products in Indonesia. The company offers dry and wet, wax, extrusion, and solventless lamination; paper and board metallizing; and printing services, as well as produces release paper and adhesive coating products. It serves cigarette, consumer food, and health and hygiene products manufacturing industries. The company was founded in 1977 and is headquartered in Tangerang, Indonesia. PT Tunas Alfin Tbk operates as a subsidiary of PT Proinvestindo.",Tangerang,Jalan K.H. Agus Salim No. 9,"Poris Plawad, Cipondoh",https://www.tunasalfin.com,62 21 552 6268,62 21 5579 1115
MGLV.JK,Panca Anugrah Wisesa Tbk.,PT Panca Anugrah Wisesa Tbk,Consumer Cyclical,22.0,"Furnishings, Fixtures & Appliances","PT Panca Anugrah Wisesa Tbk engages in wholesale trading of household goods and equipment. It offers living room, bathroom, kitchen, and wardrobe furniture; wardrobe and bathroom products; kitchen and sanitary appliances; and luxurious interior appliances. The company was founded in 1990 and is headquartered in Jakarta Pusat, Indonesia.",Jakarta Pusat,"Gedung JDC Business Center, Lantai 6","Jalan Gatot Subroto Kav. 53 Petamburan, Tanah Abang",https://pancaanugrahwisesa.com,62 21 718 0349,
IDPR.JK,Indonesia Pondasi Raya Tbk.,PT Indonesia Pondasi Raya Tbk,Industrials,877.0,Engineering & Construction,"PT Indonesia Pondasi Raya Tbk engages in piling, retaining wall, and ground improvement activities in Indonesia. The company delivers foundation construction services for various building and infrastructure projects, including housings, house of worships, hospitals, skyscrapers, roads, bridges, and underpasses. Its services also include pile testing services comprising comprehensive, tension, integrity, and lateral tests; and other foundation construction services, such as soil nailing and shotcrete, slurry wall, ground anchor, kingpost, bar coupler, dewatering, and excavation services, as well as concrete batching plant. In addition, the company manufactures precast and pre-stressed piles; and machineries and equipment for the use in piling, retaining walls, ground improvement, pile testing, and other foundation construction activities. PT Indonesia Pondasi Raya Tbk was founded in 1977 and is based in Jakarta, Indonesia.",Jakarta,"Jl. Pegangsaan Dua KM. 4,5",,https://www.indopora.com,62 21 460 3253,62 21 460 4390
KBAG.JK,Karya Bersama Anugerah Tbk.,PT Karya Bersama Anugerah Tbk,Consumer Cyclical,23.0,Residential Construction,"PT Karya Bersama Anugerah Tbk engages in the real estate development business. The company operates in two segments, Real Estate and Developer. It constructs Rusunami dwellings, landed houses, and shop-houses. The company was founded in 2014 and is headquartered in Balikpapan, Indonesia. PT Karya Bersama Anugerah Tbk is a subsidiary of PT Visi Kota Indonesia.",Balikpapan,PAM Tower,8th Floor Balikpapan Superblock Jalan Jendral Sudirman No. 47,https://www.kbag.co.id,62 54 276 5888,62 54 2882 0399
EAST.JK,Eastparc Hotel Tbk.,PT Eastparc Hotel Tbk,Consumer Cyclical,119.0,Lodging,"PT Eastparc Hotel Tbk owns and operates hotels in Indonesia. It operates Eastparc Hotel, a 5 star hotel with 192 rooms located in Yogyakarta. The company was founded in 2011 and is based in Yogyakarta, Indonesia.",Yogyakarta,Jl. Laksda Adisucipto Km 6.5 Seturan,,https://www.eastparchotel.com,62 274 493 2000,62 274 493 2222
GPRA.JK,Perdana Gapuraprima Tbk.,PT Perdana Gapuraprima Tbk,Real Estate,226.0,Real Estate—Development,"PT Perdana Gapuraprima Tbk develops real estate properties in Indonesia. It operates through Residential and Commercial Property segments. The company develops shopping centers, offices, apartments, hotels, condotels, houses, commercial, and mixed used projects. It also engages in buying, implementing, planning, and supervising construction of houses and buildings, as well as real estate, including housing development activities; and buying and selling of buildings and land rights. The company was founded in 1987 and is based in Jakarta, Indonesia.",Jakarta,The Bellezza Permata Hijau,Jl. Letjen Soepeno No. 34,https://www.gapuraprima.com,62 21 5366 8360,62 21 5367 1378
BEKS.JK,Bank Pembangunan Daerah Banten ,"PT. Bank Pembangunan Daerah Banten, Tbk",Financial Services,978.0,Banks—Regional,"PT. Bank Pembangunan Daerah Banten, Tbk provides various banking services in Indonesia. It offers demand, savings, and time deposits, as well as current accounts; and investment, working capital, and consumer loans. The company also provides consumer, employee, and MSME credit services, as well as e-banking services. As of December 31, 2021, it operated 150 automated teller machines. The company was formerly known as PT Bank Pundi Indonesia, Tbk and changed its name to PT. Bank Pembangunan Daerah Banten, Tbk in August 2016. The company was founded in 1992 and is headquartered in Serang, Indonesia. PT. Bank Pembangunan Daerah Banten, Tbk is a subsidiary of PT Banten Global Development.",Serang,Jl. Sudirman Lingkungan Kemang,Ruko Sembilan No. 4 – 6 Kelurahan Sumur Pecung Kecamatan,https://www.bankbanten.co.id,62 25 4791 5877,
PURI.JK,Puri Global Sukses Tbk.,PT Puri Global Sukses Tbk,Real Estate,15.0,Real Estate—Development,"PT Puri Global Sukses Tbk operates as a property developer in Indonesia. The company operates through Houses, Shophouses, and Others segments. It develops residential and commercial units. The company was founded in 2015 and is headquartered in Batam, Indonesia.",Batam,Blok D No.12A,Komplek Ruko Mahkota Raya Batam Centre,https://www.puriglobalsukses.com,62 81 267 802221,
AGAR.JK,Asia Sejahtera Mina Tbk.,PT Asia Sejahtera Mina Tbk,Consumer Defensive,9.0,Farm Products,"PT Asia Sejahtera Mina Tbk processes and sells seaweeds in Indonesia. The company offers dried Eucheuma cottonii, Eucheuma spinosum, and Gracilaria seaweeds. The company was founded in 2008 and is headquartered in Jakarta Barat, Indonesia.",Jakarta Barat,Jalan DR. Makaliwe Raya No. 16 B,RT008 RW 004 Grogol Village Grogol Petamburan District DKI Jakarta,https://www.asiamina.com,62 21 2119 2523,62 21 2119 2523
LPIN.JK,Multi Prima Sejahtera Tbk,PT Multi Prima Sejahtera Tbk,Consumer Cyclical,94.0,Auto Parts,"PT Multi Prima Sejahtera Tbk produces, manufactures, distributes, and sells spark plugs and motor vehicle accessory spare parts in Indonesia and internationally. It offers spark plugs for motorcycle and four-wheeled vehicles under the Champion brand. The company also distributes auto lamps, cooking oils, motors, and others. In addition, it trades in machinery, equipment, and other paraphernalia. The company was formerly known as Lippo Enterprises Tbk and changed its name to PT Multi Prima Sejahtera Tbk in 2001. PT Multi Prima Sejahtera Tbk was founded in 1982 and is headquartered in Tangerang, Indonesia. PT Multi Prima Sejahtera Tbk is a subsidiary of PT Multipolar Tbk.",Tangerang,Karawaci Office Park,Block M 39-50 Lippo Karawaci,https://www.multiprimasejahtera.net,62 21 558 9767,62 21 558 9810
DADA.JK,Diamond Citra Propertindo Tbk.,PT Diamond Citra Propertindo Tbk,Real Estate,26.0,Real Estate Services,"PT Diamond Citra Propertindo Tbk, together with its subsidiaries, engages in the real estate business in Indonesia. It develops properties. The company was founded in 2014 and is headquartered in Depok, Indonesia. PT Diamond Citra Propertindo Tbk is a subsidiary of PT Karya Permata Inovasi Indonesia.",Depok,Jl. Palakali Raya,Ex. Kukusan Beji District,https://www.diamondland.id,62 21 2941 5959,62 21 2941 5959
ZONE.JK,Mega Perintis Tbk.,PT Mega Perintis Tbk,Consumer Cyclical,176.0,Apparel Retail,"PT Mega Perintis Tbk manufactures, retails, and trades in men's fashion products and accessories in Indonesia. PT Mega Perintis Tbk was founded in 2005 and is headquartered in South Jakarta, Indonesia.",Jakarta Selatan,JL. Karet Pedurenan No. 240,Karet Kuningan Setiabudi,https://megaperintis.co.id,62 21 573 3888,62 21 5290 437
